Tweet ID,Tweet_Text,Information_Source,Information_Type,Informativeness,First_Responder,Disaster_Type,Secondary_Annotation,,,,,,
2.75E+17,Afternoon classes are caneled because of Typhoon Pablo..,Outsiders,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.75E+17,"RT @meteomostoles: El tifón #BOPHA,de cat.4 y 947hPa en su centro,va camino de Filipinas.Lleva vientos sostenidos entre 2010 y 249km/h h ...",Outsiders,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.75E+17,RT @ANCALERTS: THIS JUST IN: Cagayan de Oro suspends classes in all levels. Preemptive evacuation starts 2pm. #PabloPH,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.75E+17,@rfulls_grace @chaster_babe @chanehj @chasterlee23 Typhoon Bopha heads towards Philippines http://t.co/Izul6u9C,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.75E+17,JGH from school-Dad'soffice. Cancelled ang afternoon classes dahil sa lintek na bagyo! -_- Please Lord! Wag madamay ang Mindanao. :( #Pablo,Eyewitness,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.75E+17,"RT @ninacorpuz: Pag-asa says Typhoon Pablo is not expected to get stronger, has reached maximum strength at 175kph. Still 3x stronger th ...",Eyewitness,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.75E+17,#PabloPH .....  Pwede ka ma stop ?!?!,Outsiders,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.75E+17,RT @YouScoopGMA: How are you preparing for #PabloPH?,Media,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.75E+17,#PabloPH KATAKOT! ayaw ko pang mamatay gusto ko pang tumanda tsk tsk,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.75E+17,RT @vicmadz: #CDO Mayor Emano declared NO CLASSES AT ALL LEVELS this aft (Dec. 3) &amp; whole day tom(Dec. 4) source: Magnum Radio (12:1 ...,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.75E+17,#me #pablo #brothers #family #siblings #love #TagsForLikes #TFLers #instagood #tweegram #photooftheday #me # http://t.co/5tIzz6tY,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.75E+17,Kagay-anons on alert mode as we are bracing for the typhoon to hit the area tonight. #PabloPH,Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.75E+17,@cdobloggers Thanks for info.. Our emergency team is monitoring the situ from here in HK.. Keep it coming. #PabloPH #CDO,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @DepEd_PH: Xavier University/Ateneo de Cagayan #walangpasok Tues., Dec. 4 declared by Father Bobby Yap. #PabloPH #CDO | via @eiracabe ...",Government,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @pcdspo: THIS JUST IN: Cagayan de Oro suspends classes in all levels. Preemptive evacuation starts 2pm. #PabloPH #walangpasok | via   ...,Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Google gets ready to help PH prepare for #PabloPH through http://t.co/cMrwdclm http://t.co/Ykgxrwe5 | @tinaarceodumlao,Business,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Preparing for typhoon Pablo. http://t.co/Hdehe7dQ,Eyewitness,Caution and advice,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Keep safe Davaoenos! #PabloPH is coming.,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,signal no. 2 sa #Bukidnon. walang lusot. even the bukid has threat. #pablo who are you?,Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @WorldVisionPH: With typhoon Bopha (local name Pablo) now inside Philippine area of responsibility, storm signal warnings are... http ...",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @pusangkalye22: Super Typhoon Pablo now being felt in Mindanao.please take precautions.don't under-estimate this typhoon guys.Decembe ...,Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,#PabloPH  hoooy ! ang landi ! kung sino sino nalang tinitira mo ! ano to ? trip mo dre?,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 04:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @390km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @Shai_Eon_1D: Dear Typhoon Pablo, please let us, Filipinos, enjoy our Christmas, It's the most beautiful time of the year! Don't be e ...",Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"DSWD Field Offices nakaantabay sa dadaanan ng bagyong #PabloPH, standby funds at relief supplies handa na. | via @DSWDserve #reliefPH",Government,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: WEATHER BULLETIN #5 TROPICAL CYCLONE WARNING: TYPHOON “#pabloPH” (BOPHA) ISSUED AT 05:00 PM, 03 DECEMBER 2012... http:/ ...",Government,Caution and advice,Related and informative,Police,Typhoon,Dispatch,,,,,,
2.76E+17,"RT @dost_pagasa: WEATHER BULLETIN #5 TROPICAL CYCLONE WARNING: TYPHOON “#pabloPH” (BOPHA) ISSUED AT 05:00 PM, 03 DECEMBER 2012... http:/ ...",Government,Caution and advice,Related and informative,Police,Typhoon,Dispatch,,,,,,
2.76E+17,"RT @pcdspo: DSWD Field Offices nakaantabay sa dadaanan ng bagyong #PabloPH, standby funds at relief supplies handa na. | via @DSWDserve  ...",Government,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @ABSCBNNews: NDRRMC: #PabloPH not necessarily thrice the strength of Sendong. Let us not alarm the people.,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,#PabloPH Shut the **** up!,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @USLS_tweets: Negros Occidental is now Signal No. 1. #PabloPH #KeepSafe,Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 05:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @360km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Mayor Rama declared no class tomorrow because of Typhoon Bopha (Pablo) #fb,Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,I pray for the people in surigao del sur . because of typhoon pablo,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,It was predicted that the said Typhoon Pablo is more destructive than Sendong. But we have The Almighty God who'll spare us from harm. 👼🙏,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Mayati-an kos ka feeling older brother sakong little brother. Hahaha!! #pabloph #brotherlove http://t.co/iK6au9DV,Outsiders,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Photo: Mayati-an kos ka feeling older brother sakong little brother. Hahaha!! #pabloph #brotherlove http://t.co/uarrdnnQ,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @typhoonfury: Heavy squall lashing Koror right now, back end feeder back from #typhoon #bopha",Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 05:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @360km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Godbless in VISMINPH as a super typhoon #PabloPH.,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Kingina mo #pablo tagal bumagsak -____- Charge na din para sure :D mehe! :&gt;,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @dee_kosh Super Typhoon Pablo threatening to hit the Philippines - #PrayforthePhillipines,Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Dear Lord, Sana walang masaktan sa Bagyong Pablo. #PabloPH",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"To my family and friends in Davao, stay safe!!! #pabloPH",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 06:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @340km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @epalkabro: Dear Typhoon Pablo, Please let us, Filipinos, enjoy our Christmas. Don't be epal. KEEP SAFE mga KABABAYAN. #PabloPH",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @DepEd_PH: Classes in all levels in Cebu City will be suspended tom #PabloPH #walangpasok | via @tweenyisone @cebudailynews,Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @ItsShowtime: #PabloPH ▬▬▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬ ✞✞✞ ✞ ＰＲＡＹ ＦＯＲ ＴＨＥ ＰＨＩＬＩＰＰＩＮＥＳ ✞✞✞✞  ▬▬▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Watdapakkkk! :/ Di ba too Exaggerated ang mga news karon. Makakulba ngets. Imbis na ma Calk -,- #Pablo",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha heading for southern Philippines:        http://t.co/8QTUX4LA,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,#News #Asia - Typhoon Bopha heading for southern Philippines: A powerful typhoon is bearing down on the southern... http://t.co/PfxdZSzh,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @MyDrummerGirl: Utang na loob sumama ka na lang kay Typhoon Pablo ;) Nakakahiya naman sa kagwapuhan mo :x @bridomingo,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @rapplerdotcom: USLS suspends Kinder to Elementary classes tomorrow due to typhoon Pablo. #PabloPH (via @USLS_tweets) #walangpasok,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon #Bopha due to arrive in the #Philippines http://t.co/cv1nmUGY #PabloPH,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @Mai_Rodrigz: @robertspeta Landfall expected in 8-10 hrs. in Northeastern Mindanao. Rains projected to be heavy-intense #PabloPH @sol ...,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha heads for southern Philippines http://t.co/e0dPK3qQ,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha  is currently heading W with 132 mph winds.  http://t.co/Rbm7YHvB,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Let’s pray that Pablo will not be the monster typhoon that we are bracing for,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Zero casualty please #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @nababaha: Location and track of typhoon Pablo. http://t.co/jkuJB9DY,Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 08:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @270km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,#PabloPH update: @WorldVisionPH in #MoisesPadilla Neg Occ. is closely monitoring with MDRMMC. Advisory on classes suspension is circulated.,NGOs,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"God,pls.protect us always especially from this coming #Typhoon,signal no.3 is not a joke!",Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @karlosmanlupig: Ateneo de Davao University suspends classes for pre-school, grade school and high school. #PabloPH @maria_ressa @rap ...",NGOs,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,GoodNight! ♥ Sweet Dreams ;) Sleep Tight &amp; Sleep Well &gt;;D&lt; #LOVELOVELOVE #PRAY;* #Typhoon&gt;&lt; #NoClassTomorrow:bd,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @ANCALERTS: PAGASA: As of 9pm, Typhoon Pablo at 255km southeast of Hinatuan, Surigao del Sur",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @XUCSG: CITY HALL AND NTC HOTLINE (CDRRMC-City Hall Command Center) has activated Dial 888 hotline.#PabloPH,Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Super typhoon Pablo! Keep safe guys!! #pray,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"#Typhoon #Bopha course Praying for our family, and all residents of the #Philippines. STAY SAFE http://t.co/NEFavU0F",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Philippines: #Bopha/#Pablo storm signal no. 3 up over 13 areas http://t.co/383ImRzQ,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @OhGerald: Dear Typhoon Pablo, please let us, Filipinos, enjoy our Christmas, It's the most beautiful time of the year! Don't be epal ...",Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"@YouScoopGMA Cdo ready 4 #Pablo. Panic buying lights, canned goods &amp; bread. Hotels fully bookd by residents residing in flood prone areas",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Pablo is coming. Signal no.2 already. Please pray for Mindanao. It is the best way to help people in surviving this type of calamity,Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @dost_pagasa: Press Conference at 11 PM Weather Update TY #PabloPH,Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"#typhoon, #philippines: Super Typhoon 26W (Bopha) now approaching Mindanao in the Philippines. http://t.co/9xS39I2d #26w #bopha #pablo",Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Anong meron at trending ka? @OnOnPerez #PabloPH =))) lol,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,#PabloPH Watching 2012 Movie while waiting for Pablo.,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,"11:55pm/Dec 3 | TYPHOON PABLO | Bagong Public Storm Warning Signals sa buong bansa, ayon sa PAGASA kaninang 11:00pm. http://t.co/S5XEJ8g3",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Disaster preparation. #PabloPH #typhoon #Dumaguete#City http://t.co/1e5dlVOM,Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,My prayers and thoughts go to our kababayans in VisMin. God will be there with you guys. #Pabloph,Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @hannmhay: Our Saviour Jesus,cover all the people in the Phils. With Your Holy Blood. Keep them safe. Amen.. #PabloPH",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @jeffcrisostomo: Nawa'y maging ligtas ang mga nasa Visayas at Mindanao mula sa pananalanta ng bagyo. #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Good m0rnyt na sa inyo. And pray for mindanao and visayas! #Pablo ano b? #Malingmali ka ng timing. Nyt,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @LSAbatch2010: Follow @dost_pagasa for a time to time update. RT! #StaySafe #PabloPH,Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"SEVERE WEATHER BULLETIN NUMBER SIX TROPICAL CYCLONE WARNING: TYPHOON “#PABLOPH” (BOPHA) ISSUED AT 11:00 PM, 03... http://t.co/KPBE3V6M",Media,Caution and advice,Related and informative,Police,Typhoon,Dispatch,,,,,,
2.76E+17,RT @koolkideco @@carlotherivera send us photos. Use the #pabloph hash tag. Stay safe! @iamrapidz (cont) http://t.co/ps6IlrJb,Eyewitness,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Una presentación menos!! Adiós al agua de Coco! @elandresmartin  #pablo y #lucia ;-) http://t.co/XQogY8vM,Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.76E+17,"Hourly Updates on Typhoon PABLO  Time Coordinates Position 1:00 a.m.  04 December 2012 7.5°N, 127.5°E 150 km... http://t.co/KpuSp0wD",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,#reliefPH ops need road access. HELP report #roadsPH conditions to http://t.co/i46cE3kb &amp;view map http://t.co/IiXqG81u #rescuePH #PabloPH,Outsiders,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
